ID,Tweets,User,Location,Follower Count,Following Count,Number of Tweets,Account Created Date,Account Description,Verified,Favourites Count,Date,Subjectivity,Polarity
1284962109193744384,"@jaketapper @RepAdamSchiff Ask useful idiots how they feel about 100s of fully exposed false @realDonaldTrump narratives &amp; one flatlined treasonous plot and criminal media complex propaganda campaign to take him out after the next, they respond:  “We’ll get Orange Man next time!”  #MAGA @PressSec #KAG2020 https://t.co/MDEtuPeJM4",__SaveAmerica,,2519,539,5200,2020-04-20 15:18:39.000000,America is under siege. It’s now or never for the republic. 🇺🇸 #MAGA #Trump2020 #KAG2020,False,3066,2020-07-19 21:45:44.083610,0.30625,-0.21250000000000005
1284968619609210882,America's right wing has been brainwashed into taking up arms against other Americans by the tyrannical government. Change my mind. #wwg1wga #maga,molassennaise,"Seattle, USA",45,132,3922,2019-08-17 01:51:42.000000,Gay white he/him X/Millennial cusp with various tendencies. This is my fourth or fifth Twitter incarnation. Living for the post-Trump era.,False,135,2020-07-19 21:49:29.724731,0.45535714285714285,0.08035714285714285
1284968583085338628,@UROCKlive1 @realDonaldTrump #MAGA and listen up here ☝️,GimmeObama,#RiseUpAThousandTimes ,1990,3463,38395,2020-01-15 08:22:53.000000,#NOTFaucisFault  #Potus45PPP   #GOPMisuseOfCovidFunds #KeepAnEyeOnMitch   #VankieCoffs  #TrumpVirusVideos #FarmingRealitiesInAmerica,False,40462,2020-07-19 21:49:29.725240,0.0,0.0
1284968548717166594,@JackPosobiec We all know that #OurPresident #Trump #GodBlessPresidentTrump would wipe the floor with #SleepyJoe more thoroughly than the illegal immigrants that #SleepyJoeBiden wants to give citizenship to do at work!! 🇺🇸🇺🇸 #Trump2020Landslide #Trump2020NowMoreThanEver #MAGA #MAGA2020,TheTrut11209892,United States,92,159,134,2020-07-11 14:29:52.000000,"Speaking the truth, consequences be damned. Patriot and God fearing Christian. Remember the #RightIsRight and to Follow!",False,17,2020-07-19 21:49:29.725240,0.3666666666666667,0.10416666666666667
1284968537195458565,@robweiss1 @ScottAdamsSays @DKThomp @realDonaldTrump Deadly or harmful?  Do you understand difference?  Please include link to the paper if you are not full of it that should be easy if you’ve read it ... I’m sure you are wrong.  #coronavirus #MAGA?,ForgeRiver,,1155,2907,31577,2016-11-18 13:54:36.000000,,False,24779,2020-07-19 21:49:29.725240,0.7144444444444444,0.011666666666666669
1284968527133315078,@AngelGotti5 You have been Q'd #DigitalSoldiers  #Qanon #QArmy  #TheStormHasArrived  #TheGreatAwakeningWorldwide  #WWG1WGAWORLDWIDE  #WWG1GWA  #IStandWithGeneralFlynn  #MAGA  #KAG2020  #Trump2020  #QSentUs  #QSentMe https://t.co/l2aFiYej3I,trdrdoc3,NEW YORK,11990,12215,107319,2009-03-14 17:48:46.000000,"John14:6Christ,#DigitalSoldiers,#IstandWithGenFlynn #MAGA:#Qanon. #WWG1WGA #TheStorm #SaveTheChildren #Trump2020 @GenFlynn @Lofly727",False,49989,2020-07-19 21:49:29.725736,0.0,0.0
1284968499513827332,"@realDonaldTrump Fm #MAGA #KAG #GOP dinner table talks last nighr. ""So only 1% of America got Covid19. It could have been maybe 10% you know"".",JoeSmithJon,"Oslo, Norge",54,168,3651,2015-06-24 13:21:59.000000,Good character is to do the right thing when nobody is watching.,False,641,2020-07-19 21:49:29.725736,0.5333333333333333,0.0
1284968468819763200,God Bless our @POTUS 🇺🇸🇺🇸🇺🇸🇺🇸 #MAGA #WWG1WGA  https://t.co/MRYo7MHVt9,WillSmithUSA1,,25,86,478,2020-06-23 21:17:31.000000,Keep America Great!  #MAGA #WWG1WGA,False,584,2020-07-19 21:49:29.726228,0.0,0.0
1284968452407603206,"BLM activist Lilith Sinclair who labels herself as a “Black &amp; Indigenous queer, non-binary femme sex worker.” has called for the “abolition of the United States as we know it” &amp; vowed to destroy the US.  #BLMTerrorists  #Qanon #MAGA #GodWins #Trump2020  https://t.co/kmGyrLXhEZ",Rayven05239174,UK 🇬🇧,706,311,3586,2020-05-17 17:09:25.000000,"Truthseeker, QAnon, Trump supporter, The Great Awakening #TakeTheOath #KeepBritainFree #QANON #Q #WWG1WGA #DefundTheBBC #DavidIcke https://t.co/zI1xr3q2Nr…",False,5613,2020-07-19 21:49:29.726228,0.21666666666666667,-0.18333333333333335
1284968449870106625,@dvillella @realDonaldTrump They spied alright! Justice for treason coming in November!!! #Trump2020 #VoteDemsOut #MeTooUnlessItsBiden #MAGAPATRIOTS #MAGA2020Landslide #MAGA2020 #MAGA #4MoreYears,phpskywalker1,,66,181,2631,2011-03-12 07:34:48.000000,,False,2791,2020-07-19 21:49:29.726746,0.0,0.0
1284968424121270273,"@jemelehill In 2016, approximately 62,984,828 votes were cast in favor of @POTUS @realDonaldTrump. How do you, @jemelehill, know what 62,984,828 voters believe or feel? #trump2020 #TrumpNowMoreThanEver2020 #MAGA",PMccupp,United States,19,23,1324,2019-03-25 16:51:57.000000,"Husband, Father, Christian ✝️, American 🇺🇸, Patriot 🇺🇸, Conservative 🇺🇸, LEO Supporter, Israel Supporter 🇮🇱, Pro-Life",False,4309,2020-07-19 21:49:29.726746,0.6,-0.4
1284968324737179649,"@realDonaldTrump Thank you for what you do, believe in, stand for, and fight, every single day. As an LEO and a Citizen I personally want to thank you! #maga #BestPresidentEver",BlueSportsman,,4,52,78,2019-08-05 19:12:27.000000,,False,42,2020-07-19 21:49:29.727223,0.2571428571428571,-0.03571428571428571
1284968310707302401,@wenewsnow  Following you  How about a follow back? Thank you  #MAGA,Floridaartist1,Florida,14628,14915,89487,2014-08-07 20:34:56.000000,Trump Is My President!/ Conservative/ Proud Patriot /Trust in the Lord/ Trump Train/ NO Lists /Please Follow back / ON Trump Pence Team #MAGA/,False,47990,2020-07-19 21:49:29.727223,0.05,0.0
1284968279497482240,"For all #MAGA/#KAG/#Q,  If @realDonaldTrump loses on 11/3/20, will you peacefully respect the results?  A real question.",ARepublicanAga1,"Georgia, USA",54,254,2048,2020-01-01 01:15:31.000000,"Christian values+faith do not allow me to follow Trump, #ChristiansAgainstTrump #RapistInChief #WorstPresidentEver",False,1579,2020-07-19 21:49:29.727223,0.3,0.05000000000000001
1284968249545723904,"Trump supporters: “Portland protesters need to learn law and order!”  Also Trump supporters: “Leave Roger Stone alone, that’s different!” #MAGA #GOPBetrayedAmerica",PoliticalGroove,,9211,4021,16547,2010-10-02 16:27:24.000000,#Resist • Whitest #BlackLivesMatter supporter on Twitter • Equality for all • Firm believer in science • Proudly blocked by Donald Trump,False,4329,2020-07-19 21:49:29.727731,0.6,0.0
1284968242637922310,"""BUT KID'S CAN'T GET IT!"" screams Trump's supporters.  god damn was a complete clusterfuck the #MAGA folks caused https://t.co/Z9HqLkOGLe",mikebaz,"North Central Ohio, USA",1022,707,97714,2008-10-27 15:45:43.000000,"Bio: A description of someone's life, but that's not important right now.    FastTrack for Azure Senior Customer Engineer (ISVs) at Microsoft.  Tweets are mine.",False,19086,2020-07-19 21:49:29.727731,0.4,0.1
1284968139575513089,@RollRolllarry @DreDay78442321 @DonaldD62563741 @Data4Logistics @ScottPresler @realDonaldTrump Field/ship beds lay empty all in the bid to make the gullible blame Trump. They don't care if millions die so long as Trump is toppled---dems are evil. But they will never succeed. They projected that millions will die. But the president and his team actually saved lives. #MAGA,Austin80630440,"Maine, USA",231,233,1937,2018-07-12 20:45:35.000000,"From the vacation land, happily married with 2 beautiful kids. My daughter said I am the most handsome man on earth. KAG. Almighty God our savior Jesus, BLACK",False,16653,2020-07-19 21:49:30.020057,0.5,-0.2875
1284968135037255680,"@FrankCota626 @latimes He’s losing every demographic w/ the exception of white nationalists.   The more he talks, the more the gap will widen.   Enjoy!   The #MAGA suicide hotline will be ablaze with dispondent Confederate sympathizers",aptt_barry,,134,211,17031,2019-05-01 02:25:18.000000,"A reluctant return to Twitter. A longing and missing of certain feeds brought me back. Retweets are NOT endorsements, just conversation starters.",False,29394,2020-07-19 21:49:30.021057,0.375,0.375
