ID,Tweets,User,Location,Follower Count,Following Count,Number of Tweets,Account Created Date,Account Description,Verified,Favourites Count,Date,Subjectivity,Polarity
1284959398687682560,The ⁦@GOP⁩ is complacency in Trump’s malevolence. #GOP #GOPComplicitTraitors #GOPCorruptionOverCountry #GOPCowards #TrumpIsALaughingStock #trump #TrumpFailsAmerica  https://t.co/MdJmhBFHhU,bentlightnvegas,"Las Vegas, Nv",1087,2307,98217,2008-10-21 05:29:10.000000,"Anger is never without a reason, but seldom with a good one. Benjamin Franklin #UniteBlue @TheCenterLV LGBTQ ally. Veteran United States Navy.",False,7713,2020-07-19 21:13:32.308257,0.0,0.0
1284959332979732480,"BREAKING NEWS: IT WAS INITIALLY BELIEVED THAT TRUMP HAD A COHERENT THOUGHT, BUT THIS WAS LATER DISCOVERED TO BE AN ERROR! #TrumpIsALaughingStock",lindareo99,,46,551,2037,2015-05-18 11:04:14.000000,"healthy/exercise, environmental, creative, family, good books, respecting other people, helping foster kids, hoping for return of integrity to politicians",False,4241,2020-07-19 21:13:32.309290,0.2333333333333333,0.16666666666666666
1284959263706746880,We intend to by voting criminal 45 out.  #TrumpIsALaughingStock https://t.co/0orWjuzv1t,UABob87,,38,339,1816,2010-10-14 23:21:31.000000,,False,14239,2020-07-19 21:13:32.309290,0.55,-0.4
1284959185197768709,"So if we do less testing, that means less cases?  Ok, so if we do less x-rays for symptoms of a broken leg, arm, wrist or rib... those bones aren't broken?  TRUMP... you're THICK AS FUCK and a BORN LIAR.  #TrumpIsALaughingStock #WorstPresidentEver   #BlackLivesMatter #VoteBiden https://t.co/co24yycOOZ",BillySchnaebitz,"Midlands, UK",231,1103,17343,2015-04-13 15:35:35.000000,"here to have a laugh, have fun, listen, learn and help. simple as that really! wanna know more? ASK :D",False,3479,2020-07-19 21:13:32.309290,0.321875,-0.1875
1284959124351057920,This is the test Trump thought was hard. #TrumpIsALaughingStock https://t.co/xuUrV9LceT,gaskin_ken,The Hammer,1046,1741,40348,2012-08-10 21:29:20.000000,"Scottish born. Aberdeen, Woodside loon, Anti-theist, proud Canadian, retired Fire Officer proud father and granda. Hate the Trumps",False,5658,2020-07-19 21:13:32.309290,0.5416666666666666,-0.2916666666666667
1284959065651601408,. @realDonaldTrump your negligence is criminal! Are you having @IvankaTrump company make you a straight jacket or hand cuffs??? They don’t serve fast food in prison! #TrumpCrimeFamily #TrumpCrimeFamilyForPrison #TrumpIsALaughingStock #TrumpIsANationalDisgrace,SmackChad,"Carson City, NV",1,47,173,2020-01-01 03:34:06.000000,"TV addict with allergy swollen eyes. Film grip, former radio DJ & former gym equipment consultant/installer.",False,19,2020-07-19 21:13:32.310248,0.5166666666666667,-0.016666666666666663
1284959041752629249,@ProjectLincoln Oh my god!  He actually is a very stable genius!!!  #TrumpFailsAmerica #TrumpIsALaughingStock,dwoodwar289,,0,3,97,2010-05-17 09:43:54.000000,,False,18,2020-07-19 21:13:32.310248,0.3,0.390625
1284958994537250820,@Michael_E_Orr Her father is doing  a fantastic job of doing that himself. #TrumpIsALaughingStock  #TrumpIsAnIdiot  #TrumpIsAFailure  #TrumpIsANationalDisgrace,terryb600,"St. Catharines, Ontario",381,903,18102,2015-06-10 19:05:40.000000,"71yr Grampa Karate, Hold'em Poker,  BlueJays Fan - GO JAYS GO, Las Vegas",False,41863,2020-07-19 21:13:32.310248,0.9,0.4
1284958840178393088,NEVER FORGET @realDonaldTrump   #MAGA #MAGA2020 #TrumpFailsAmerica #TrumpIsANationalDisgrace #VoteBlueToEndThisNightmare  #TrumpIsALaughingStock #BunkerBaby #FederalPolice #Kidnaps #CivilRights #violation  #TrumpIsLosing https://t.co/oY9cmA9hwB,citizen_four_,,552,649,312,2020-05-03 21:02:29.000000,"As a child, I had no idea that real monsters were all humans !",False,256,2020-07-19 21:13:32.310248,0.0,0.0
1284958800529817601,@realDonaldTrump that’s a fever dream where you awaken peeing... but that’s not a dream  #TRE45ON #MaryTrump #haiku #LockHimUp #TrumpVirus #haiku @realDonaldTrump #LinkinPark #TrumpIsALaughingStock https://t.co/r8EJpf2vNx,PeterGMitchell,by the Great Dark Wonder,164,113,11436,2015-06-17 23:29:10.000000,🇨🇦 ~ 𝗌𝗈𝖼𝗂𝖺𝗅 𝖽𝗂𝗌𝗍𝖺𝗇𝖼𝗂𝗇𝗀 𝗂𝗌 𝖺𝗇 𝗂𝗇𝗍𝗋𝗈𝗏𝖾𝗋𝗍’𝗌 𝖻𝖺𝗅𝗆! ~ 𝗆𝗒 𝗐𝗈𝗋𝖽𝗌 © 𝖻𝗒 𝗆𝖾 ~ @WordCookie 🥠 @WordsZeitgeist 🆉,False,1192,2020-07-19 21:13:32.311363,0.0,0.0
