ID,Tweets,User,Location,Follower Count,Following Count,Number of Tweets,Account Created Date,Account Description,Verified,Favourites Count,Date,Subjectivity,Polarity
1284953239104794625,The man of steel at #portlandprotest last night is certified bad ass  #BlackLivesMatter   Defund the hyper-violent police   #DefundPolice #DefundThePolice  #SeattleProtest    He's reping the US Navy pretty good rn. Hope he heals up well ✊ https://t.co/gDBsIIvzvA,LostBoizz,US West,485,3403,5014,2011-04-11 01:15:51.000000,Human Rights,False,11806,2020-07-19 21:12:21.241094,0.5833333333333334,0.06250000000000003
1284952876574552064,Police used drones to monitor nudity at a Minnesota beach  (It is clear the Police have too much money. #DefundThePolice  What a waste of resources.) #Minnesota  https://t.co/nodPuRK2BP,solm,Altitude: 300 meters,713,1102,66989,2008-08-01 00:58:30.000000,"MicroComputer Programmer, Augmented Human, UNIX/Linux Sysadmin, Feral Cat Photographer, BS in CS, Full Time Worker, Future Beach Bum and Perpetual Student.",False,25854,2020-07-19 21:12:21.241094,0.19444444444444442,0.03333333333333335
1284952641387233282,https://t.co/V0qOsaNm2p Video of Police Officer hitting a Black man with his petrol car. This officer lied about what he did but was caught on camera. Cops are not to be trusted. #BlackLivesMatter #BLM #DefundThePolice #PoliceBrutality #BlackTwitter #NewsAlert #BreakingNews,rebel4life2020,,6,101,492,2020-05-30 10:07:29.000000,,False,125,2020-07-19 21:12:21.241094,0.43333333333333335,-0.16666666666666666
1284952575075287042,Than creating a system that focuses on dealing with crime after it happens. Thank you for describing how #DefundThePolice can be done in a practical way but changing what we think society can be this can help to create a society where #BlackLivesMatter and are valued.,autisticlyaaron,"Neath Port Talbot, Wales",739,3368,15109,2015-07-18 14:07:13.000000,Autistic Dyspraxic liberal feminist. Who likes a laugh (He/ #they )#autismacceptance proud to be neurodivergentFor art: @artisticlyaaron . forever learning enby,False,26630,2020-07-19 21:12:21.242332,0.0,0.0
1284952363313356802,"@theintercept @radleybalko @LilianaSegura I hear that Grady county is the WORST!!!  This ""justice"" system is sadistic in ways unimaginable.  It simply cannot remain.  #DefundThePolice #DefundTheProsecutors #DefundThePrisons",NameIsParadise,,41,115,1678,2020-06-03 16:29:58.000000,Jesus is my first mentor • Daughter • Wife • Mother • JD • ΔΣΦ •  Molded but will not be defined by my experiences • Unapologetically Black,False,8177,2020-07-19 21:12:21.601387,0.6785714285714286,-0.5
1284952178428346369,@JoshuaPotash We CU @NYPDnews &amp; ur “injuries” R self-inflictd N ur #WAR against #AmericanDemocracy so NOW thePPL don’t wantU2 use a simple #MandatedPOLY prerequisite4 employmnt &amp; evry contestd charge2END #FalsifiedArrestAffidavits &amp; #PoliceBrutality to #FixThePolice It’s TIME2 #DefundThePolice,TheTruthPrevai5,,20,69,4972,2019-06-03 08:02:36.000000,"I am a child of Almighty God: His only begotten son, Jesus Christ, is my Savior",False,1770,2020-07-19 21:12:21.601387,0.35714285714285715,0.0
1284952134312701953,Free ice cream at @benandjerrys ! Walk right in the plant! #DefundThePolice https://t.co/QsKUHXW3Ys https://t.co/0IRq2iwmap,rgriercpa,"West Chester, PA",320,1084,8579,2009-03-23 00:12:58.000000,Tax Advisor and Business Consultant with over 30 years experience. BS Accounting and MS Taxation. https://t.co/88FBdZ94gF @udelaware @wideneruniv  #KPMGAlumnus,False,60998,2020-07-19 21:12:21.602378,0.6678571428571429,0.42857142857142855
1284951848269393920,Read this whole thread. Are we willing to put up with living in this lawless version of America?  Lawless police need to be defunded and ejected. We don't have to pay them just to be subjected to their untrained corrupt garbage.  #DefundThePolice #DefundPoliceUnions https://t.co/e1vRuRZgBA,paulmoment,Neverwhere,1547,552,35189,2008-10-23 07:12:43.000000,Humans continue to exceed my wildest pessimism and my wildest optimism. #TransRightsAreHumanRights All views/opinions are my own.,False,711056,2020-07-19 21:12:21.602378,0.7166666666666667,-0.016666666666666663
1284951388380893184,We can’t trust cops. This is a known pattern we continue to let slide and ignore. We must #DefundThePolice. There is no other way https://t.co/GHei4nPcOd,sarahsquan,"Toronto, Ontario",503,414,30942,2009-03-04 21:27:08.000000,,False,22569,2020-07-19 21:12:21.602378,0.375,0.0625
1284951266070794247,#DefundThePolice  #BreonnaTaylorsKillersAreFree This article should not be read by people with high blood pressure.   https://t.co/RxTpyp3Av1,MyAccountName11,Nakatomi Plaza,1,92,6,2020-07-17 22:29:19.000000,,False,22,2020-07-19 21:12:21.602378,0.5399999999999999,0.16
1284951159791378436,"Before and after #blm  #blacklivesmatter  #whatwasthesfpdthinking #defundthepolice @ Brooklyn, New York https://t.co/GgSJttnbmV",iomnibus,"Queens, NY",39,107,2739,2013-12-27 03:59:37.000000,"A flawed, deep, Ombudsman and Barista. Irreverent without irrelevance.",False,649,2020-07-19 21:12:21.603372,0.45454545454545453,0.13636363636363635
1284951141764280326,@tahoe1966 @philgaimon Cop culture of contempt is a real problem. #DefundThePolice,warrenhuska,"Toronto, Canada",561,485,5780,2009-01-13 20:39:16.000000,"Urban dad, marketer and industrial design hound, bicycle slacktivist. The Pool Noodle Video everyone is talking about (below);",False,74255,2020-07-19 21:12:21.603372,0.30000000000000004,0.2
1284951140891873281,Why do i have to spend my Saturday calling the police shops asking them to abide by the law? Why do we have  to spend our time demanding THAT THE PILICE FOLLOW THE FUKING LAW? #traumatizedbypolice #DefundThePolice,BARBS1978,"Toronto, Ontario",186,501,6143,2008-07-17 21:14:41.000000,Black Lives Matter Indigenous Lives Matter Trans Lives Matter Defund the Police,False,13498,2020-07-19 21:12:21.603372,0.0,0.0
1284951139524509696,"@CBCToronto Let's try a #DefundThePolice experiment, and have the police do no patrols at all in the Jane &amp; Finch, and other similar neighbourhoods, and see how well that works out...  One guaranteed outcome will be a sharp rise in crime and in particular, murders.",Dertwieter,,29,63,2489,2013-05-22 01:02:06.000000,,False,717,2020-07-19 21:12:21.603372,0.4645833333333333,-0.020833333333333336
1284951139465728000,"@TorontoPolice is a gang of highly armed dangerous genocides. They are involved in human trafficking, the toll truck gang, beatings and murders. Why is MY FUCKING MONEY paying for that?  #DefundThePolice #BLMToronto",BARBS1978,"Toronto, Ontario",186,501,6143,2008-07-17 21:14:41.000000,Black Lives Matter Indigenous Lives Matter Trans Lives Matter Defund the Police,False,13498,2020-07-19 21:12:21.604563,0.585,-0.26
1284951137880334337,I read a lot about online radicalization. It's fucking scary! You know what makes me even more scared? The fact that I can see myself being radicalized against the police... BY THE POLICE. This is stupid! #DefundThePolice #blm #52Division,BARBS1978,"Toronto, Ontario",186,501,6143,2008-07-17 21:14:41.000000,Black Lives Matter Indigenous Lives Matter Trans Lives Matter Defund the Police,False,13498,2020-07-19 21:12:21.604563,0.8333333333333334,-0.375
1284951126996062209,Text “dontbacktheblue” (one word) to 64600  #DontBackTheBlue #DefundThePolice https://t.co/TOuFP1DJxB,enderdragonpig,Minecraft ,900,897,46529,2019-08-22 16:44:05.000000,"#caveupdate #BlackLivesMatter #pride Toycat’s assistant’s assistant He/him (cis, straight) Likes Minecraft. call me edp/ender.",False,65557,2020-07-19 21:12:21.605383,0.0,0.0
1284950999740948480,@dcexaminer @Doranimated She needs the Sandra Bland treatment.  The cops were actually allowing her to do that. This just goes to show how useless and worthless cops are. #DefundThePolice,mlhines73,"Ossining, New York",36,508,293,2012-01-03 13:59:48.000000,,False,528,2020-07-19 21:12:21.605383,0.5083333333333333,-0.3666666666666667
1284950732718907395,"@m_layton I hope you are going to take concerted action to motion against racist policing, not through lame reforms and budget diversions, but by defunding @TPSOperations. #DefundThePolice #BlackLivesMatter @JoshMatlow @kristynwongtam @PaulaFletcherTO https://t.co/GsKuUbqH5R",AndreaMeeson,"Toronto, Ontario",152,290,2372,2017-01-14 04:11:05.000000,"Editor, writer, act-upper, guider, planner, executer. Toronto liver, Jo'burg lifer.",False,4944,2020-07-19 21:12:21.605383,0.425,-0.2
1284950729120251906,I wrote this three years ago. #DefundThePolice https://t.co/YCTjhghIoJ,KumarRaoNYC,"Brooklyn, NY",13507,2141,16776,2015-10-06 19:53:33.000000,"Lawyer, former public defender. Human rights, attorneys of color, progressive politics, racial justice. @popdemoc @cpdaction (views mine) #GoBlue",True,32434,2020-07-19 21:12:21.950806,0.0,0.0
1284950509493850113,Woman was shot 8 times for asking man to stop lighting illegal fireworks https://t.co/afXBodCy57   @NYCMayor @NYGovCuomo  Stupendous Job! Bravo! Reducing your costs  by eliminating citizens!    #NYC  #Alllivesmatter  #DefundThePolice,GeraciMichelle,,9,26,382,2018-12-12 03:14:18.000000,,False,740,2020-07-19 21:12:21.950806,0.5,-0.9765625
1284950454347202560,"@VinaigretteGirl @RickAndRollBaby Yeah, memo to self:  Exchange names in the meat wagon.  #FTP #DefundThePolice #AbolishThePolice",KeelingCurve_9,dumbfuckistan ,1842,2816,206411,2011-11-05 21:28:08.000000,"Anthropogenic #ClimateChange deniers & other idiots get blocked. Smart people with useful, evidence-backed info may be followed.  #GreenNewDeal @DSA 🌹🌹🌹",False,149781,2020-07-19 21:12:21.950806,0.0,0.0
1284950115585851397,Who does this protect? Who is safer because of this bullying?  Get these thugs off the street. #DefundThePolice https://t.co/jQq0QkES8t,DJDynamicNC,"Toronto, ON",3309,5001,117181,2009-04-22 05:32:49.000000,"He/him. Fighter, writer, work-all-nighter. #basicincome. Ace. #yyz. @Leadnowca organizer. #Rave DJ - join me on https://t.co/2Jsbqdq5ft every Friday, 7pm",False,298700,2020-07-19 21:12:21.950806,0.0,0.0
1284950073663774720,Same #DefundThePolice is an attack on Women and Children they are robbing their protection and its heartless #DefendNotDefund #RealityCheck #TruthMatters #BackTheBlue #FactsMatter 💙💙 https://t.co/o6anFvp8nc https://t.co/QZN39jabAV,Tabitha59803043,United States,182,48,5212,2020-04-05 20:13:55.000000,I resurface cold and missing Persons Cases Have a tip about a missing child? Call or text 1-800-THE-LOST. (America),False,16463,2020-07-19 21:12:21.951805,0.125,0.0
1284950021570535431,Can't believe my governor finally decided to require masks only for the local police to publicly announce that they don't care and won't enforce it. #coronavirus #ThisIsAmerica #DefundThePolice,lan_guill,,7,74,317,2013-03-14 20:10:15.000000,,False,1063,2020-07-19 21:12:21.951805,0.5166666666666667,0.0
1284949890934734848,@RealDLHughley This is a good thing.  All those damn criminals sure know how to use them.  Social workers are not going protect us. #DefundThePolice,straightcomment,United States,180,1099,5123,2011-05-01 17:39:37.000000,"Middle-aged, American-born man who loves business excellence, technology, and warm waters.  A sinner who was 'blind and now can see' some.  Follow me on Parler.",False,29059,2020-07-19 21:12:21.951805,0.5185185185185185,0.41111111111111115
1284949823016235008,"Momtifa / momrades, still holding the line ✊✊✊✊  The jackboot terrorists need to leave #Portland; they are a hairline from a total disaster when they kill someone, filmed live.  #PortlandProtests #GTFOfeds #BlackLivesMatter #DefundThePolice #DivestThePolice #AbolishThePolice https://t.co/gRJxpTEW0G",guiltyx,"Not Los Angeles, Not New York ",1956,752,78067,2008-08-26 05:28:55.000000,"Scourge. Nerd. Mimic. Chronic sketcher scribbler. Social Justice Senpai. Yes, I have noticed you. Epic side-eye. Comedy like a bat to the face. she/her💖",False,257283,2020-07-19 21:12:21.952794,0.625,0.06818181818181818
